,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
9202,West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,46.0,155,7130.0,2851.9999999999995,0.39999999999999997,Outlet
9203,West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,43.0,149,6407.0,2819.08,0.44,Outlet
9204,West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,124,4960.0,2281.6,0.46,Outlet
9205,West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,50.0,132,6600.0,2640.0,0.39999999999999997,Outlet
9206,West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,55.0,170,9350.0,4207.5,0.45,Outlet
9207,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Street Footwear,17.0,178,3026.0,1422.22,0.47000000000000003,Outlet
9208,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Athletic Footwear,18.0,124,2232.0,848.16,0.38,Outlet
9209,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Street Footwear,10.0,131,1310.0,563.3000000000001,0.43000000000000005,Outlet
9210,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74,962.0,413.66,0.43000000000000005,Outlet
9211,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,23.0,91,2093.0,858.13,0.41,Outlet
9212,West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Apparel,18.0,124,2232.0,1004.4,0.45,Outlet
9213,West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Street Footwear,18.0,206,3708.0,1631.52,0.44,Outlet
9214,West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,17.0,83,1411.0,550.29,0.38999999999999996,Outlet
9215,West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,12.0,98,1176.0,552.72,0.47000000000000003,Outlet
9216,West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,58,870.0,400.20000000000005,0.46,Outlet
9217,West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,24.0,85,2040.0,815.9999999999999,0.39999999999999997,Outlet
9218,West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Apparel,14.0,112,1568.0,721.2800000000001,0.46,Outlet
9219,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,14.0,182,2548.0,1172.0800000000002,0.46,Outlet
9220,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.0,78,1170.0,479.7,0.41,Outlet
9221,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,7.0,83,581.0,261.45,0.45,Outlet
9222,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,39,624.0,293.28000000000003,0.47000000000000003,Outlet
9223,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,26.0,61,1586.0,666.12,0.42,Outlet
9224,West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,18.0,88,1584.0,728.64,0.46,Outlet
9225,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,184,3680.0,1692.8000000000002,0.46,Outlet
9226,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,18.0,79,1422.0,554.5799999999999,0.38999999999999996,Outlet
9227,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,70,700.0,322.0,0.46,Outlet
9228,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,47,705.0,303.15000000000003,0.43000000000000005,Outlet
9229,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,27.0,54,1458.0,568.6199999999999,0.38999999999999996,Outlet
9230,West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,22.0,111,2442.0,1050.0600000000002,0.43000000000000005,Outlet
9231,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,28.0,179,5012.0,2155.1600000000003,0.43000000000000005,Outlet
9232,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29.0,93,2697.0,1024.86,0.38,Outlet
9233,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,27.0,88,2376.0,997.9200000000001,0.42000000000000004,Outlet
9234,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74,1924.0,808.08,0.42000000000000004,Outlet
9235,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,33.0,80,2640.0,1082.3999999999999,0.41,Outlet
9236,West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Apparel,33.0,116,3828.0,1722.6000000000001,0.45,Outlet
9237,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,32.0,192,6144.0,2826.2400000000002,0.46,Outlet
9238,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,123,3075.0,1199.2499999999998,0.38999999999999996,Outlet
9239,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27.0,107,2889.0,1242.2700000000002,0.43000000000000005,Outlet
9240,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29.0,102,2958.0,1331.1000000000001,0.45,Outlet
9241,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,41.0,105,4305.0,1635.9,0.38,Outlet
9242,West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,143,5720.0,2402.4,0.42000000000000004,Outlet
9243,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,43.0,238,10234.0,4298.280000000001,0.42000000000000004,Outlet
9244,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35.0,135,4725.0,1795.5,0.38,Outlet
9245,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,33.0,131,4323.0,1858.89,0.43000000000000005,Outlet
9246,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36.0,107,3852.0,1771.92,0.46,Outlet
9247,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,116,4988.0,2045.08,0.41,Outlet
9248,West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Apparel,45.0,163,7335.0,3447.4500000000003,0.47000000000000003,Outlet
9249,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,41.0,230,9430.0,3960.6000000000004,0.42000000000000004,Outlet
9250,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37.0,140,5180.0,2175.6,0.42,Outlet
9251,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,38.0,113,4294.0,2018.18,0.47000000000000003,Outlet
9252,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32.0,111,3552.0,1491.8400000000001,0.42000000000000004,Outlet
9253,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,40.0,105,4200.0,1554.0,0.37,Outlet
9254,West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,166,6640.0,3120.8,0.47000000000000003,Outlet
9255,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,35.0,196,6860.0,3155.6000000000004,0.46,Outlet
9256,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,28.0,128,3584.0,1469.4399999999998,0.41,Outlet
9257,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.0,91,1092.0,458.64000000000004,0.42000000000000004,Outlet
9258,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,12.0,83,996.0,418.32000000000005,0.42000000000000004,Outlet
9259,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Apparel,20.0,78,1560.0,592.8,0.38,Outlet
9260,West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,119,2737.0,1286.39,0.47000000000000003,Outlet
9261,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,173,3460.0,1626.2,0.47000000000000003,Outlet
9262,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.0,112,1568.0,658.56,0.42,Outlet
9263,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74,1036.0,435.12000000000006,0.42000000000000004,Outlet
9264,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,62,930.0,390.6,0.42000000000000004,Outlet
9265,West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,22.0,68,1496.0,568.48,0.38,Outlet
9266,Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,22.0,101,2222.0,1044.3400000000001,0.47000000000000003,Outlet
9267,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,16.0,166,2656.0,1168.64,0.44,Outlet
9268,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,11.0,96,1056.0,401.28000000000003,0.38,Outlet
9269,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,19.0,81,1539.0,661.7700000000001,0.43000000000000005,Outlet
9270,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.0,90,3330.0,1565.1000000000001,0.47000000000000003,Outlet
9271,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,60.0,85,5100.0,2039.9999999999998,0.39999999999999997,Outlet
9272,Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Apparel,60.0,128,7680.0,3302.4000000000005,0.43000000000000005,Outlet
9273,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.0,200,11000.0,4620.0,0.42000000000000004,Outlet
9274,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47.0,149,7003.0,2661.14,0.38,Outlet
9275,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,44.0,131,5764.0,2593.8,0.45,Outlet
9276,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.0,114,5130.0,2308.5,0.45,Outlet
9277,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,98,5390.0,2156.0,0.39999999999999997,Outlet
9278,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,51.0,128,6528.0,2807.0400000000004,0.43000000000000005,Outlet
9279,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,17.0,176,2992.0,1136.96,0.38,Outlet
9280,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,16.0,105,1680.0,638.4,0.38,Outlet
9281,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.0,116,1392.0,556.8,0.39999999999999997,Outlet
9282,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,70,1120.0,447.99999999999994,0.39999999999999997,Outlet
9283,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,28.0,88,2464.0,1010.2399999999999,0.41,Outlet
9284,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,17.0,119,2023.0,748.51,0.37,Outlet
9285,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,18.0,204,3672.0,1468.8,0.39999999999999997,Outlet
9286,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,17.0,75,1275.0,522.75,0.41,Outlet
9287,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,11.0,90,990.0,386.09999999999997,0.38999999999999996,Outlet
9288,Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24.0,39,936.0,308.87999999999994,0.32999999999999996,Outlet
9289,Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Men's Apparel,39.0,66,2574.0,952.38,0.37,Outlet
9290,Sports Direct,1185732,2021-02-05,Northeast,Connecticut,Hartford,Women's Apparel,32.0,96,3072.0,1198.08,0.38999999999999996,Outlet
9291,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Street Footwear,26.0,182,4732.0,2034.7600000000002,0.43000000000000005,Outlet
9292,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,32.0,68,2176.0,979.2,0.45,Outlet
9293,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Street Footwear,23.0,75,1725.0,552.0,0.32,Outlet
9294,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,27.0,34,918.0,293.76,0.32,Outlet
9295,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Men's Apparel,39.0,53,2067.0,702.78,0.33999999999999997,Outlet
9296,Sports Direct,1185732,2021-03-03,Northeast,Connecticut,Hartford,Women's Apparel,29.0,85,2465.0,961.3499999999999,0.38999999999999996,Outlet
9297,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Street Footwear,28.0,155,4340.0,1996.4,0.46,Outlet
9298,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,30.0,64,1920.0,844.8,0.44,Outlet
9299,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Street Footwear,20.0,64,1280.0,460.79999999999995,0.36,Outlet
9300,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,26.0,41,1066.0,341.12,0.32,Outlet
9301,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Men's Apparel,37.0,40,1480.0,503.19999999999993,0.33999999999999997,Outlet
9302,Sports Direct,1185732,2021-04-04,Northeast,Connecticut,Hartford,Women's Apparel,26.0,94,2444.0,1026.48,0.42,Outlet
9303,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,191,7640.0,3361.6,0.44,Outlet
9304,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,35.0,83,2905.0,1278.2,0.44,Outlet
9305,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Street Footwear,32.0,83,2656.0,903.04,0.33999999999999997,Outlet
9306,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,74,2368.0,781.4399999999999,0.32999999999999996,Outlet
9307,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Apparel,37.0,83,3071.0,1074.85,0.35,Outlet
9308,Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Women's Apparel,41.0,128,5248.0,2204.16,0.42,Outlet
9309,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,206,8240.0,3872.8,0.47000000000000003,Outlet
9310,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.0,124,4712.0,2214.6400000000003,0.47000000000000003,Outlet
9311,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Street Footwear,35.0,96,3360.0,1108.8,0.32999999999999996,Outlet
9312,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35.0,85,2975.0,1041.25,0.35,Outlet
9313,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Men's Apparel,36.0,91,3276.0,1048.32,0.32,Outlet
9314,Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Apparel,39.0,128,4992.0,1946.8799999999999,0.38999999999999996,Outlet
9315,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Street Footwear,42.0,195,8190.0,3685.5,0.45,Outlet
9316,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.0,120,4560.0,1915.2000000000003,0.42000000000000004,Outlet
9317,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Street Footwear,29.0,111,3219.0,1094.4599999999998,0.33999999999999997,Outlet
9318,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,34.0,94,3196.0,1150.56,0.36,Outlet
9319,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Men's Apparel,43.0,93,3999.0,1319.6699999999998,0.32999999999999996,Outlet
9320,Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,40.0,152,6080.0,2310.4,0.38,Outlet
9321,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Street Footwear,40.0,194,7760.0,3259.2000000000003,0.42000000000000004,Outlet
9322,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,34.0,128,4352.0,1871.3600000000001,0.43000000000000005,Outlet
9323,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Street Footwear,36.0,107,3852.0,1348.1999999999998,0.35,Outlet
9324,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,32.0,72,2304.0,760.3199999999999,0.32999999999999996,Outlet
9325,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Men's Apparel,43.0,62,2666.0,879.7799999999999,0.32999999999999996,Outlet
9326,Sports Direct,1185732,2021-08-04,Northeast,Connecticut,Hartford,Women's Apparel,44.0,124,5456.0,2073.28,0.38,Outlet
9327,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Street Footwear,43.0,170,7310.0,3435.7000000000003,0.47000000000000003,Outlet
9328,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40.0,93,3720.0,1748.4,0.47000000000000003,Outlet
9329,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Street Footwear,33.0,64,2112.0,675.84,0.32,Outlet
9330,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,30.0,58,1740.0,591.5999999999999,0.33999999999999997,Outlet
9331,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Men's Apparel,41.0,58,2378.0,856.0799999999999,0.36,Outlet
9332,Sports Direct,1185732,2021-09-03,Northeast,Connecticut,Hartford,Women's Apparel,45.0,83,3735.0,1568.7,0.42,Outlet
9333,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Street Footwear,46.0,153,7038.0,2955.9600000000005,0.42000000000000004,Outlet
9334,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Athletic Footwear,39.0,94,3666.0,1613.04,0.44,Outlet
9335,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Street Footwear,36.0,61,2196.0,812.52,0.37,Outlet
9336,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Athletic Footwear,43.0,45,1935.0,696.6,0.36,Outlet
9337,Sports Direct,1185732,2021-10-05,Northeast,Connecticut,Hartford,Men's Apparel,50.0,45,2250.0,742.4999999999999,0.32999999999999996,Outlet
9338,Foot Locker,1185732,2021-10-05,Northeast,Connecticut,Hartford,Women's Apparel,46.0,94,4324.0,1816.08,0.42,Outlet
9339,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Street Footwear,51.0,149,7599.0,3267.57,0.43000000000000005,Outlet
9340,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37.0,105,3885.0,1787.1000000000001,0.46,Outlet
9341,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Street Footwear,36.0,103,3708.0,1371.96,0.37,Outlet
9342,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Athletic Footwear,39.0,83,3237.0,1197.69,0.37,Outlet
9343,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Men's Apparel,44.0,88,3872.0,1393.9199999999998,0.36,Outlet
9344,Foot Locker,1185732,2021-11-04,Northeast,Connecticut,Hartford,Women's Apparel,52.0,116,6032.0,2352.4799999999996,0.38999999999999996,Outlet
9345,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Street Footwear,45.0,173,7785.0,3269.7000000000003,0.42000000000000004,Outlet
9346,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Athletic Footwear,37.0,131,4847.0,2181.15,0.45,Outlet
9347,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Street Footwear,43.0,116,4988.0,1646.0399999999997,0.32999999999999996,Outlet
9348,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Athletic Footwear,38.0,96,3648.0,1276.8,0.35,Outlet
9349,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Men's Apparel,42.0,99,4158.0,1455.3,0.35,Outlet
9350,Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Apparel,52.0,120,6240.0,2308.8,0.37,Outlet
9351,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Street Footwear,23.0,149,3427.0,1439.34,0.42,Outlet
9352,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Athletic Footwear,28.0,79,2212.0,884.8,0.39999999999999997,Outlet
9353,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Street Footwear,19.0,72,1368.0,574.5600000000001,0.42000000000000004,Outlet
9354,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Athletic Footwear,24.0,24,576.0,264.96000000000004,0.46,Outlet
9355,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Men's Apparel,34.0,44,1496.0,538.56,0.36,Outlet
9356,Foot Locker,1185732,2021-01-10,Northeast,Connecticut,Hartford,Women's Apparel,26.0,72,1872.0,879.84,0.47000000000000003,Outlet
9357,Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,24.0,162,3888.0,1555.1999999999998,0.39999999999999997,Outlet
9358,Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Athletic Footwear,24.0,41,984.0,383.75999999999993,0.38999999999999996,Outlet
9359,Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Women's Street Footwear,18.0,53,954.0,410.22,0.43000000000000005,Outlet
9360,Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20.0,16,320.0,144.0,0.45,Outlet
9361,Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Men's Apparel,34.0,40,1360.0,489.59999999999997,0.36,Outlet
9362,Foot Locker,1185732,2021-02-08,Northeast,Rhode Island,Providence,Women's Apparel,27.0,77,2079.0,977.1300000000001,0.47000000000000003,Outlet
9363,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Street Footwear,26.0,156,4056.0,1500.72,0.37,Outlet
9364,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,27.0,45,1215.0,473.84999999999997,0.38999999999999996,Outlet
9365,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Street Footwear,17.0,56,952.0,447.44000000000005,0.47000000000000003,Outlet
9366,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,20.0,8,160.0,75.2,0.47000000000000003,Outlet
9367,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Men's Apparel,33.0,25,825.0,297.0,0.36,Outlet
9368,Foot Locker,1185732,2021-03-06,Northeast,Rhode Island,Providence,Women's Apparel,25.0,58,1450.0,638.0,0.44,Outlet
9369,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Street Footwear,28.0,132,3696.0,1552.32,0.42,Outlet
9370,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Athletic Footwear,23.0,40,920.0,367.99999999999994,0.39999999999999997,Outlet
9371,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Street Footwear,16.0,44,704.0,295.68,0.42000000000000004,Outlet
9372,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Athletic Footwear,21.0,17,357.0,160.65,0.45,Outlet
9373,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Apparel,33.0,15,495.0,158.4,0.32,Outlet
9374,Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Women's Apparel,26.0,60,1560.0,686.4,0.44,Outlet
9375,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,39.0,150,5850.0,2398.5,0.41,Outlet
9376,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Athletic Footwear,32.0,58,1856.0,686.72,0.37,Outlet
9377,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,60,1920.0,806.4000000000001,0.42000000000000004,Outlet
9378,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Athletic Footwear,27.0,51,1377.0,633.4200000000001,0.46,Outlet
9379,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Apparel,40.0,54,2160.0,799.2,0.37,Outlet
9380,Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Women's Apparel,36.0,93,3348.0,1473.1200000000001,0.44,Outlet
9381,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,176,6336.0,2534.3999999999996,0.39999999999999997,Outlet
9382,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35.0,105,3675.0,1433.2499999999998,0.38999999999999996,Outlet
9383,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Street Footwear,32.0,74,2368.0,994.5600000000001,0.42000000000000004,Outlet
9384,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26.0,70,1820.0,837.2,0.46,Outlet
9385,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Men's Apparel,39.0,66,2574.0,900.9,0.35,Outlet
9386,Foot Locker,1185732,2021-06-08,Northeast,Rhode Island,Providence,Women's Apparel,43.0,119,5117.0,2302.65,0.45,Outlet
